0,1,2,3
68,622,1,7
68,934,1,7
68,5818,2,7
68,8938,3,7
68,4624,2,7
68,4341,1,7
68,4071,0,7
68,7003,3,7
68,6097,3,7
68,8588,0,7
69,5481,0,6
69,4068,3,6
70,9803,3,4
70,567,3,4
70,2166,0,4
70,3514,2,4
70,599,3,5
73,3014,2,4
73,6264,0,4
73,9101,0,4
73,4283,0,4
73,7465,1,4
73,1315,2,4
73,4653,0,4
73,9494,0,4
73,5597,0,4
73,6777,0,4
73,2978,0,4
73,8606,0,4
73,5818,0,4
73,9806,0,4
73,6211,0,4
73,7733,0,4
73,95,0,4
73,7863,0,4
73,6508,0,4
73,160,2,4
74,9101,4,3
75,5980,4,3
78,8524,0,5
79,3541,0,5
79,8819,3,5
79,7876,3,5
79,2827,0,7
79,4279,0,7
79,737,0,7
79,5997,0,7
79,5451,0,7
79,449,1,7
80,9067,4,8
82,4119,4,5
82,2609,0,5
82,7433,4,5
82,9614,3,5
82,6152,2,6
82,2014,4,6
82,2495,4,6
83,3036,4,7
84,8090,4,5
84,2523,4,5
86,7364,3,5
86,8437,2,5
86,2688,0,5
86,3662,2,5
86,1383,2,5
86,1834,3,5
86,492,2,5
86,1690,2,7
86,369,3,7
87,50,2,8
87,1383,0,8
87,2610,0,8
88,1996,4,8
92,6264,4,4
92,1315,4,4
93,1996,4,6
94,7869,5,3
94,5117,0,4
96,1103,5,3
100,6095,4,5
103,4283,3,3
103,8420,5,4
103,7945,2,5
103,8103,4,5
103,3169,4,5
103,2462,3,5
103,5273,4,5
103,5118,4,5
106,9101,4,3
107,8677,2,5
107,3767,2,5
107,1966,2,5
107,9843,3,5
107,333,1,5
107,9398,3,5
107,2713,1,5
107,1383,0,5
107,9241,0,5
107,5576,2,5
107,7876,4,5
107,6897,1,7
110,9101,4,2
111,3259,0,5
113,9101,5,2
114,8541,2,6
117,9101,2,6
117,853,2,6
117,6676,2,6
117,684,3,6
117,9442,4,6
118,7409,3,7
118,2037,1,7
118,3669,0,7
118,4240,0,7
118,6466,0,7
118,4139,0,8
118,9271,2,8
118,1598,3,8
118,1383,1,8
118,1852,0,8
118,3932,0,8
118,7648,0,8
118,3541,2,8
125,2273,4,5
126,5408,0,2
126,8163,3,2
126,8936,0,2
128,2397,4,5
128,51,3,5
128,1943,3,5
128,5006,2,5
128,5206,3,5
128,1188,2,5
128,1966,3,5
128,3767,2,6
128,2674,3,6
128,8163,2,6
128,3036,2,6
131,6381,4,6
131,6650,3,6
135,9101,4,5
135,684,3,5
139,2273,0,7
143,1996,4,6
143,5765,1,6
143,4996,0,6
143,7409,2,6
143,5608,3,6
143,853,2,6
143,9960,3,6
143,492,4,6
143,142,1,6
143,7453,1,6
144,4139,0,8
144,4346,0,8
144,1383,0,8
144,6897,0,8
144,3669,0,8
145,1528,4,6
147,1979,4,5
147,6676,4,5
147,1136,0,5
147,567,4,5
148,6264,5,3
148,9101,5,3
150,3747,5,1
150,5183,4,2
151,2086,4,1
151,1080,5,1
151,8163,5,1
151,6899,4,1
151,5857,0,1
151,1369,0,1
151,1127,4,1
151,5350,5,1
151,4837,0,1
151,3322,0,1
151,5639,0,1
151,7170,0,1
151,7576,0,1
151,1208,0,1
151,218,0,1
151,8298,0,1
151,323,0,1
151,7764,0,1
151,5556,4,1
151,5980,0,1
151,7699,0,1
151,2870,0,1
151,7187,0,1
151,9696,0,2
151,6502,0,2
151,7502,0,2
151,511,4,2
151,9986,5,2
151,5042,0,2
151,4283,2,2
151,9519,0,2
151,3351,0,2
151,2816,0,2
151,9398,0,2
151,3696,0,2
151,659,0,2
151,1103,5,3
151,6007,0,3
151,5073,5,3
151,8581,5,3
151,9648,0,3
151,2397,2,4
151,4299,0,4
151,8103,0,4
151,9079,0,4
151,3467,3,4
151,8805,2,4
151,4860,3,4
151,8732,2,4
151,4585,0,4
151,649,3,4
151,2883,1,4
151,853,2,4
151,2674,3,4
151,6179,2,4
151,4557,0,4
151,333,0,4
151,5841,0,4
151,4176,0,4
151,8021,0,4
151,3669,0,5
151,6993,0,5
151,2874,0,5
151,4443,0,5
151,7409,0,5
151,5832,0,5
151,4545,0,5
151,2471,3,5
151,5575,0,6
151,8913,2,6
153,51,4,2
153,258,5,2
153,9101,4,2
154,9101,4,2
156,3664,2,6
157,7433,4,5
157,2184,4,5
162,8498,4,6
162,3742,4,6
162,7095,4,6
162,9404,0,6
162,9773,2,6
162,516,0,6
162,803,0,6
163,1541,0,5
163,4653,4,5
165,7876,4,6
166,5653,4,2
166,5118,5,2
170,9044,0,5
170,347,4,5
170,2895,4,5
170,4643,2,5
170,2384,0,5
170,7409,0,5
170,6298,3,5
170,4653,4,5
171,9101,4,5
172,9101,4,2
174,9101,4,3
176,5980,4,4
177,3014,1,4
177,4992,4,4
177,2273,0,4
177,1178,3,4
177,8676,1,7
178,4858,4,4
178,4283,2,4
179,9101,4,3
181,4557,4,2
181,6892,5,2
181,4283,0,2
181,5850,0,2
181,2222,5,2
181,5914,1,2
181,7014,1,2
181,1147,5,2
181,1037,4,3
183,4917,1,4
183,1532,3,4
184,6690,4,5
184,8565,2,5
186,323,2,5
186,1383,2,5
187,2489,2,4
189,6894,4,2
190,6539,0,5
190,6984,0,5
190,4577,4,5
190,6612,0,5
190,3628,2,6
190,1301,4,6
190,3359,0,6
190,4653,4,6
190,9339,2,6
190,9101,1,6
190,2502,0,6
191,4517,5,3
191,7059,4,3
191,2984,4,3
191,4825,5,3
191,1690,3,3
191,8724,5,3
191,5408,4,3
191,3044,5,3
191,3952,5,3
191,8861,5,3
191,2406,5,3
191,6970,5,3
191,567,3,3
191,5073,4,3
191,160,0,3
191,4493,5,3
191,3649,5,3
191,9651,5,3
191,8732,4,3
191,6298,5,3
192,8507,0,2
192,1315,1,5
192,5118,1,5
192,109,3,5
192,3367,1,5
192,9101,0,5
192,2817,1,5
192,5781,0,5
192,3908,1,5
192,6648,0,5
192,9595,0,5
192,4960,1,5
194,1315,4,3
194,9101,4,3
194,8420,0,3
194,8702,5,3
194,2782,5,3
195,7876,2,5
195,8142,4,5
195,9218,4,5
195,6264,0,5
195,5227,0,5
195,1513,0,5
195,348,0,6
197,1996,2,8
198,9018,2,4
199,9101,4,3
200,4643,3,7
200,1682,1,7
201,1690,0,6
201,1996,2,6
201,3669,3,6
201,9259,0,6
201,8826,2,6
201,7162,3,6
201,4068,3,6
201,3663,2,6
201,6095,1,6
201,1551,3,6
201,9101,2,6
201,51,2,6
201,9878,3,6
201,9763,3,6
201,5814,3,6
201,4881,3,6
201,1189,3,6
201,618,3,6
201,4199,2,6
201,5857,0,6
201,8814,2,6
201,5832,0,6
201,7348,0,6
201,1938,3,6
201,3209,3,6
201,5429,0,6
201,3082,2,6
201,4557,2,6
201,6722,3,6
201,2232,2,6
201,9046,0,6
201,9871,1,6
201,6539,2,6
201,2273,3,6
201,967,1,6
201,6180,0,6
201,5894,2,6
201,3957,2,6
201,7717,3,6
201,1383,1,6
201,3912,3,6
201,5608,3,6
201,4226,2,6
201,9958,2,6
201,6473,3,6
201,2255,0,6
201,9833,2,6
201,8410,3,6
201,9647,3,6
201,1457,3,6
201,5652,2,6
201,3705,3,6
201,3664,0,6
201,559,0,6
201,4972,2,6
201,1450,2,6
201,2012,3,6
201,3617,2,6
201,2502,3,6
201,1912,3,6
201,215,3,6
201,3205,1,6
201,4683,2,6
201,3160,2,6
201,5737,2,6
201,4762,0,6
201,966,2,6
201,6286,0,6
201,7172,2,6
201,4665,2,6
201,5333,2,6
201,2994,2,6
201,1254,2,6
201,1470,0,6
201,3369,1,6
201,8689,2,6
201,985,3,6
201,6761,3,6
201,8298,3,6
201,3616,0,6
201,9032,0,6
201,1468,0,6
201,5763,3,7
201,8108,0,7
201,1945,2,7
201,1743,2,7
201,3710,2,7
201,9938,2,7
201,5145,0,7
201,4119,2,7
201,5632,2,7
201,7073,3,7
201,3322,2,7
201,5631,3,7
201,8139,1,7
201,4107,2,7
201,7706,1,7
201,8833,3,7
201,8310,0,7
201,5203,2,7
201,8438,1,7
201,8485,2,7
201,1176,0,7
201,8240,2,7
201,9613,3,7
201,6903,3,7
201,3073,3,7
201,7097,2,7
201,9051,2,7
201,6429,3,7
201,2355,3,7
201,9778,2,7
201,2442,0,7
201,4273,3,7
201,6765,3,7
201,9578,2,7
201,9855,2,7
201,5088,2,7
203,4653,4,4
203,6539,0,5
203,9101,0,5
203,4643,1,5
203,109,1,5
203,1030,3,6
204,4283,0,2
204,6783,4,2
204,7764,5,2
204,1103,5,2
204,5857,5,2
204,713,5,2
205,6993,0,5
205,3433,4,5
205,1099,4,5
205,7092,4,5
205,2697,0,5
205,5840,4,5
205,3853,0,5
205,2184,4,5
205,8163,4,5
205,2156,4,5
205,6829,0,5
205,3662,0,5
206,1080,4,2
206,3577,0,2
206,4283,0,2
206,6539,0,2
206,6984,0,2
206,5718,2,2
206,3696,0,2
206,9190,4,2
206,2801,0,2
206,9596,4,2
206,1315,0,2
206,9354,1,2
206,14,4,2
206,8163,4,2
206,7850,0,2
206,7059,3,2
206,5441,3,2
206,599,5,2
206,1127,4,2
206,4052,0,2
206,1683,5,2
206,8288,5,2
206,3572,4,2
206,780,4,2
206,4177,4,2
206,2209,2,6
206,8180,1,6
206,7876,1,6
206,2367,2,6
212,347,4,6
213,9339,0,3
213,5408,0,3
213,6984,5,3
213,7546,5,3
213,5653,5,3
213,3867,5,3
213,5118,5,3
213,5257,5,3
213,8420,5,3
213,7758,5,3
213,8542,0,3
213,1103,5,3
213,6394,5,3
213,6924,5,3
213,4341,5,3
213,6472,5,3
213,9691,5,3
213,4132,5,3
213,7826,5,3
213,3072,5,3
213,8914,5,3
213,2502,5,3
213,6473,5,3
213,3856,5,3
213,6867,5,3
213,3253,5,3
213,8356,5,3
213,2466,5,3
213,2932,5,3
213,4424,5,3
213,5607,0,3
213,7118,0,3
213,8874,5,3
213,5341,4,4
213,3063,0,4
213,1637,4,4
213,6271,4,4
213,1599,4,4
213,7453,4,4
213,8853,4,5
213,1405,4,5
213,491,4,5
213,6249,0,5
213,8642,4,5
213,7000,4,5
213,6539,4,5
213,471,4,5
213,5402,4,5
213,1450,4,5
213,7008,4,5
213,6275,4,5
213,9055,4,5
213,4964,4,5
213,6738,4,5
213,8370,4,5
213,2513,4,5
213,7450,4,5
213,78,4,5
213,4056,4,5
213,7381,4,5
213,8275,4,5
213,6633,4,5
213,7592,4,5
213,845,4,5
213,5090,4,5
213,8491,4,5
213,7386,4,5
213,5480,4,5
213,194,4,5
213,1815,4,5
213,709,4,5
213,5781,4,5
213,4643,4,5
213,6162,4,5
213,2872,4,5
213,5163,4,5
213,8754,4,5
213,7630,4,5
213,895,4,5
213,5304,4,5
213,5622,4,5
213,686,4,5
213,4483,4,5
213,7321,4,5
213,6492,4,5
213,8565,4,5
213,6928,4,5
213,1551,4,5
213,4577,4,6
213,323,4,6
213,4004,4,6
213,2094,4,6
213,3359,4,6
213,7746,4,6
213,8282,4,6
213,9626,4,6
213,9009,4,6
213,9636,4,6
213,8992,4,6
213,618,4,6
213,4517,4,6
213,4896,4,6
213,1470,4,6
213,109,4,6
213,1465,4,6
213,4653,4,6
213,281,4,6
213,9564,4,6
213,4603,4,6
213,3860,4,6
213,4412,4,6
213,3908,4,6
213,5009,4,6
213,2602,4,6
213,7940,4,6
213,5024,4,6
213,2425,4,6
213,5158,4,6
213,4820,4,6
213,9960,4,6
213,9649,4,6
213,160,4,6
213,7348,4,6
213,8155,4,6
213,1243,4,6
213,2867,4,6
213,8606,4,6
213,584,4,6
213,6518,4,6
213,6186,4,6
213,2383,4,6
213,7206,4,6
213,4499,4,6
213,5915,4,6
213,1372,4,6
213,7215,4,6
213,9791,4,6
213,2718,4,6
213,5881,4,6
213,5895,4,6
213,4100,4,6
213,1214,4,6
213,3073,4,6
213,3196,4,6
213,7137,4,6
213,8665,4,6
213,4266,4,6
213,8438,4,6
213,347,4,6
213,2895,4,6
213,7369,4,6
213,7989,4,6
213,9263,4,6
213,7162,4,6
213,1852,4,6
213,2250,4,6
213,1066,4,6
213,9583,4,6
213,5564,4,6
213,7757,4,6
214,9101,4,2
214,4283,0,3
214,2336,0,3
214,6264,0,3
214,1357,0,3
214,6441,0,3
214,8507,3,3
216,7011,3,4
216,5576,2,4
216,4683,3,4
216,6268,4,4
216,1901,0,4
216,9191,0,4
217,7182,0,4
217,1895,0,4
217,2634,3,4
217,173,3,4
217,1383,4,4
220,1383,4,4
220,4653,4,4
220,5567,0,4
220,6298,0,4
220,2624,4,4
220,8541,0,5
222,4653,4,4
223,9459,3,2
223,4653,3,2
223,7919,2,4
225,9101,4,2
225,4283,5,3
227,8575,3,6
228,3259,0,5
231,4643,4,5
231,4653,0,5
235,7465,0,4
235,4917,4,4
235,5426,2,4
235,4283,2,4
235,7059,2,4
235,7874,1,4
235,9409,4,4
235,7046,3,4
235,5832,3,4
235,749,3,4
235,2131,4,4
235,8550,3,4
235,3151,3,4
235,978,4,4
235,1383,2,4
235,8343,0,4
235,5203,3,4
235,9018,3,4
237,4283,3,2
237,8437,4,4
237,8441,1,4
237,9699,2,4
240,9148,4,2
240,4071,4,2
240,684,4,2
240,1889,3,3
240,2655,0,3
241,601,0,7
242,1383,0,4
242,6264,0,4
242,3380,0,4
243,8761,5,3
243,4859,5,3
244,4283,0,2
244,2558,0,2
246,3527,0,7
246,5730,0,7
246,8310,0,7
246,9238,0,7
246,9503,0,7
246,5980,4,7
246,8689,3,7
246,8865,0,7
246,1383,0,7
246,2158,0,7
246,9960,0,7
246,3541,0,7
246,3669,0,7
246,8586,0,7
246,7594,0,7
246,7724,0,7
246,8935,0,7
246,9483,0,7
246,9170,0,7
246,800,3,7
246,5667,0,7
246,2442,0,7
246,3810,0,7
246,6531,0,7
246,2309,0,7
246,8911,0,7
246,6438,0,7
246,3696,0,7
246,5298,1,7
246,6623,3,7
246,1305,3,7
246,5540,0,7
246,3058,0,7
246,665,0,7
246,5717,0,7
246,2079,0,7
246,9147,3,7
246,8076,2,7
246,9026,3,7
246,3223,4,7
246,5128,1,7
246,538,2,7
246,1466,0,7
246,8541,0,7
246,5115,0,7
246,8206,3,8
246,7070,0,8
246,4895,0,8
247,8462,4,5
248,1383,2,2
248,9101,4,3
250,4653,1,4
250,2502,4,4
250,9101,3,4
251,5980,4,4
251,9101,4,4
253,4283,2,5
254,8524,4,4
254,4577,0,5
254,3093,0,5
254,9101,0,5
254,1180,0,5
254,2902,0,5
254,5980,0,5
254,7863,0,5
254,3346,0,5
256,4283,4,4
256,5832,0,4
256,7876,4,4
256,853,2,4
256,1383,1,4
259,4653,4,7
259,4853,2,7
259,638,2,7
260,4283,0,5
260,2384,0,5
261,449,0,6
261,4853,2,7
262,1383,5,2
263,7945,0,4
263,2128,3,4
263,4643,0,5
263,4398,2,5
263,2384,4,5
263,7409,4,5
263,1383,2,5
263,5857,3,5
263,9459,3,5
263,6759,4,5
263,7876,3,5
263,5045,4,5
263,5539,4,5
263,4653,2,5
265,4283,2,4
265,1383,1,4
266,1483,4,2
266,2852,3,2
266,1127,0,2
266,3480,0,2
266,9610,3,2
266,5350,3,2
266,4890,0,2
266,3748,3,2
266,9132,4,3
266,3747,4,3
266,4283,4,3
266,8406,0,3
266,1343,4,3
266,6746,0,3
266,2464,4,3
266,3561,0,3
266,1257,3,3
266,3495,4,3
266,2490,3,3
266,5420,0,3
266,7077,2,3
266,2674,1,3
266,3475,1,3
266,720,4,3
266,6867,3,3
266,1570,1,3
266,7567,2,3
266,1154,3,4
266,374,2,4
266,1636,1,4
266,9733,3,4
266,9190,3,4
266,1996,2,4
266,5311,3,4
266,4951,1,4
266,9101,0,5
266,6745,1,5
266,449,2,5
266,4241,0,5
266,1690,2,5
266,3577,1,5
266,2732,4,5
266,9018,3,5
266,9398,3,5
266,9696,2,5
266,4487,3,5
266,4837,1,5
266,6891,1,5
266,6752,2,5
266,6061,3,5
266,3258,2,6
268,4653,2,4
268,4643,4,5
269,160,0,2
269,3359,0,2
270,4653,0,5
272,9101,3,6
273,9101,4,2
274,9101,3,5
274,622,1,5
275,4653,5,7
278,4653,4,4
278,5118,2,4
278,3014,3,4
278,8565,3,4
278,7465,3,4
278,4283,0,4
278,1512,0,4
278,5736,0,4
278,1541,2,5
278,8507,1,5
278,1315,1,5
278,2013,1,5
278,4663,0,5
278,5628,0,5
278,8541,0,5
278,4643,3,5
278,323,3,5
278,6601,2,8
279,180,0,1
279,6903,3,1
279,5350,2,1
279,1383,2,1
279,9101,0,1
279,5980,0,1
279,771,1,1
279,5441,1,1
279,4283,2,2
279,5327,4,2
281,6771,4,4
283,4577,0,5
283,6984,1,5
283,9339,1,5
283,8606,0,5
283,5237,0,5
283,1127,3,5
283,5608,0,5
283,6539,0,5
283,9128,0,5
283,7863,1,5
283,1103,2,5
283,7222,0,5
283,7855,0,5
283,9686,0,5
283,3577,0,5
283,1966,0,5
283,7941,0,5
283,2602,0,5
283,8462,2,5
283,6298,1,5
283,3541,1,5
283,4879,0,5
283,6239,0,5
283,5832,0,5
283,5452,0,5
283,109,0,5
283,6903,1,5
283,1919,0,5
283,454,0,5
283,9916,1,5
283,5671,0,5
283,8732,0,5
283,3488,0,5
283,5576,0,5
283,1383,1,5
283,9285,0,5
283,6648,0,5
283,9018,0,5
283,3171,0,5
283,1996,0,5
283,8565,1,5
283,670,0,5
283,5980,1,5
283,8851,0,5
283,2502,0,5
283,5396,0,5
283,3094,0,5
283,5893,0,5
283,1338,1,5
283,9741,0,5
283,8541,1,5
283,8986,0,5
283,1180,1,5
283,2669,0,5
283,3283,0,5
283,5894,0,5
283,5983,0,5
283,5736,0,5
283,412,0,5
283,7185,0,5
283,3420,0,5
283,1823,0,5
283,5330,0,5
283,4174,0,5
283,5279,0,5
283,608,0,5
283,9962,0,5
283,7525,0,5
283,2732,0,5
283,3814,0,5
283,9398,0,5
283,3785,0,5
283,2532,0,5
283,1372,0,5
283,1470,0,5
283,9459,1,5
283,3082,0,5
283,323,0,5
283,6264,1,5
283,7876,0,5
283,4653,3,5
283,1315,0,5
283,3903,0,5
283,1450,0,5
283,95,0,5
283,9461,0,5
283,3616,0,5
283,1291,0,5
283,5006,0,5
283,9733,0,5
283,3885,0,5
283,6033,0,5
283,9353,0,5
283,9406,0,5
283,5745,0,5
283,3473,0,5
283,7955,0,5
283,9803,0,5
283,1938,0,5
283,153,0,5
283,1779,0,5
283,8041,0,5
283,7433,4,5
283,3938,0,5
283,4302,0,5
283,6186,0,5
283,7737,0,5
283,2128,1,5
283,3210,0,5
283,6208,0,5
283,3298,0,5
283,6310,0,5
283,2978,0,5
283,7856,0,5
283,2200,0,5
283,8274,0,5
283,3093,0,5
283,5413,4,5
283,1122,0,5
283,381,0,5
283,9105,0,5
283,5024,4,5
283,9292,2,5
283,3014,0,5
283,9101,3,5
283,6783,0,5
283,399,1,5
283,5825,0,5
283,1512,0,5
283,8524,3,5
283,8886,0,5
283,1656,0,5
283,6981,0,5
283,8918,0,5
283,3157,0,5
283,6234,0,5
283,2273,2,5
283,242,0,5
283,5131,0,5
283,9806,0,5
283,9063,0,5
283,9496,0,5
283,5625,0,5
283,6915,0,5
283,5511,0,5
283,4299,0,5
283,2730,0,5
283,5013,0,5
283,9650,0,5
283,5621,0,5
283,8662,0,5
283,6660,0,5
283,6662,0,5
283,8708,0,5
283,5273,1,5
283,8772,0,5
288,5734,4,5
288,2196,4,5
290,2222,4,7
290,6851,3,7
290,8296,4,7
291,5857,1,1
291,3917,0,1
291,9278,4,1
291,323,4,1
291,1928,0,2
296,1996,4,5
297,5936,4,8
297,1895,4,8
297,3541,1,8
297,1852,4,8
297,4653,4,8
297,9263,4,8
297,5874,4,8
297,9459,4,8
297,2735,4,8
297,5980,4,8
297,5128,4,8
297,9501,4,9
300,2380,4,4
300,3669,4,4
300,8068,3,4
300,5894,4,4
300,9101,3,4
300,9018,0,4
300,9921,0,4
300,7077,4,4
301,3669,4,2
302,2273,2,5
302,2895,2,5
302,2969,2,5
302,9101,4,5
302,9442,1,5
302,8040,0,5
302,3616,0,5
302,4199,1,5
302,323,2,5
302,7525,2,5
306,9018,0,4
306,6856,4,4
306,7963,4,4
306,1383,4,4
306,9011,3,4
306,5094,4,4
306,9079,4,4
306,4917,4,4
306,7049,4,4
306,1966,4,4
306,5857,4,4
306,212,4,4
306,2384,4,5
306,7409,4,5
306,447,4,5
306,9409,4,5
306,1785,3,5
306,7876,4,5
306,1852,2,5
306,7034,4,5
306,8423,4,5
308,4653,4,5
310,1315,0,4
310,4283,0,4
314,9101,4,2
316,601,3,7
316,5452,3,7
316,7634,4,7
316,853,2,7
316,1854,2,7
316,7876,4,7
317,1228,5,2
317,7945,5,2
317,1127,4,2
317,6673,0,3
317,7110,0,3
320,9101,4,2
326,6298,4,6
326,8541,4,6
329,9046,4,6
329,6539,2,6
329,4653,3,6
329,2658,4,6
329,4643,4,6
329,7940,3,6
329,8940,4,6
329,6156,4,6
329,2298,3,6
329,347,4,6
329,2895,4,6
329,160,4,6
329,2969,0,6
329,1598,4,6
329,5653,4,6
329,2495,4,6
329,5351,4,6
329,7863,2,6
329,1315,0,6
329,9339,1,7
329,6095,3,7
329,156,3,8
329,8274,3,8
330,4653,4,4
332,4653,4,6
333,4308,4,5
336,6984,1,6
338,5725,3,5
339,3591,1,5
339,3301,3,5
339,5980,3,5
339,1315,0,5
341,9101,4,2
344,4483,4,6
348,9101,5,3
350,7919,3,4
350,8662,2,4
350,1180,4,4
350,5894,3,4
350,1383,0,4
350,4683,3,4
350,781,4,4
350,3669,0,4
350,158,0,4
350,3169,0,4
350,9018,0,4
350,2667,0,4
350,7718,3,4
350,5782,1,4
350,9101,2,4
350,9921,1,4
350,6266,3,4
350,1485,3,4
350,2524,0,4
350,9913,1,4
350,9425,0,4
350,3959,2,4
350,1188,0,4
350,2630,3,4
350,7166,3,4
350,9093,0,4
350,6289,1,4
350,5074,4,4
350,1510,1,4
350,3785,1,4
350,4174,1,4
350,3957,2,4
350,8251,3,4
350,8709,1,4
350,4068,3,4
350,1785,3,4
350,2388,1,4
350,2301,2,4
350,7930,2,4
350,3577,1,4
350,5270,3,4
350,7874,2,4
350,5080,4,4
350,5376,3,4
350,4557,4,4
350,5402,3,4
350,2309,0,4
350,4497,3,4
350,5761,4,6
350,8408,4,6
350,9946,4,7
350,1086,4,7
350,8797,4,7
350,3009,4,7
350,670,2,7
350,2115,4,7
350,2559,0,7
350,2579,4,7
350,2022,3,7
350,6024,1,7
350,5246,4,7
350,9175,4,8
350,3099,0,8
350,2641,4,8
350,6099,0,8
350,9374,2,8
350,1943,4,8
350,2501,2,8
350,9457,4,8
350,2922,3,8
350,5969,4,8
350,934,2,8
350,9525,2,8
350,1673,4,8
350,1904,0,8
350,2426,4,8
350,7077,3,8
350,2155,1,8
350,3938,1,8
351,4283,0,2
351,9618,0,2
351,7808,5,2
